公司名称,企业性质,所属行业,招聘类型,招聘对象,工作地点,岗位,更新时间,截止时间,投递链接,相关公告,笔试情况
中熔电气 ,民企,能源/电力,秋招,2027届,西安,"研发管培生,工艺/设备管培生,技术管培生(宁波高石),销售管培生,技术支持管培生,质量管培生,采购管培生，人力资源管培生,财务管培生,综合管理管培生机械、电子、电气、材料、机械工程、自动化、材料科学与工程、车辆工程、电子信息工程、工业工程、采购、供应链、人力资源管理、企业管理、工商管理、财务管理、会计学、安全管理、环境工程、行政管理",2026/08/31,尽快投递,https://wecruit.hotjob.cn/SU6a87fb1f68cc6f624f61d58b/pb/school.html,https://mp.weixin.qq.com/s/5lUI1Q4rIdqgVzjQ4mlcuw,未明确
航天科技集团,央国企,国企,秋招,2027届,"北京,天津,上海,杭州,广德,南昌,烟台,洛阳,南阳,海口,文昌,西安,兰州,全国",人工智能、化学工程与技术、集成电路科学与工程、物理学、计算机科学与技术、化学、软件工程、光学工程、智能科学与技术、兵器科学与技术、信息与通信工程、数学、控制科学与工程、网络空间安全、电子科学与技术、地图学与地理信息系统、电子信息、大气科学、材料科学与工程、核能科学与工程、仪器科学与技术、财务管理、力学、会计学、电气工程、法学、机械工程、审计学、航空宇航科学与技术、金融学、测绘科学与技术、人力资源管理、动力工程及工程热物理,2026/08/31,尽快投递,https://www.spacetalent.com.cn/zhiweicx.html,https://mp.weixin.qq.com/s/B4ulRs9zU33qlCTHAn09TQ,部分免笔试
中国航空工业集团,央国企,高端装备与国防科技/航空航天,秋招,2027届,全国,"合集公告、具体看各二三级单位招聘简章(航空工业集团每年子单位都会单独发招聘公告的，这里可以重点关注宣讲行
程)",2026/08/31,尽快投递,https://mp.weixin.qq.com/s/XbbUpbRqMuguKZ5WRUxNGA,https://mp.weixin.qq.com/s/XbbUpbRqMuguKZ5WRUxNGA,需要笔试
旋智科技,民企,科技,秋招,2027届,上海深圳,"模拟设计工程师,数字设计工程师,数字验证工程师，数字后端工程师,DFT设计工程师,模拟版图工程师，嵌入式软件工程师,工具软件工程师,ATE测试工程师,实验室测试工程师,芯片产品工程师,电机控制应用工程师，电机控制技术支持工程师,技术销售与市场工程师,IT/CAD工程师",2026/08/31,尽快投递,https://www.ihr360.com/gateway/api/recruit-website/#/recruit/web/project/eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ7XCJjb21wYW55SWRcIjpcIjAxLTAyMDBlNjlkZGZlY2RlNGIwZjFjOTU1ZWRlMmViXCIsXCJ0eXBlXCI6XCJPZmZpY2lhbFByb2plY3RcIixcInByb2plY3RJZFwiOjExNDUxOTY0MzE2OTEzNjY0MDAsXCJyZWNydWl0bWVudFR5cGVcIjoxfSJ9.KFDe4QBB1j8W4cDuJJJTlP2gZ3JenXYWJzAjLe8DV0s?type=,https://mp.weixin.qq.com/s/GzMvJjfLqXyosphqkHwZ4w,未明确
数马电子,民企,科技,秋招,2027届,深圳,"Agent工程师，Java后端开发工程师,C++开发工程师,CAM软件开发工程师,QT开发工程师,伺服驱动工程师,Android开发工程师,嵌入式开发工程师,i0S开发工程师,BSP开发工程师,视觉应用软件开发工程师,图像算法工程师,CAM算法开发工程师,运动控制算法工程师,电机控制算法工程师,FPGA工程师,硬件工程师,硬件工程师(电力电子或电源方向)，数字IC设计工程师,模拟IC设计工程师,光学工程师,机械工程师(数控机床方向),结构工程师,研发助理,市场运营,海外销售,国内销售",2026/08/31,尽快投递,https://mp.weixin.qq.com/s/8zAcXxsG-ij5jiV90i3hJQ,https://mp.weixin.qq.com/s/8zAcXxsG-ij5jiV90i3hJQ,需要笔试
万辰集团,民企,快消/食品/零售/消费,秋招,"2027届, 2026届",上海南京,"商品采购,品控,供应链,运营,市场品牌,会员,招拓,AI类,产品类,开发类,大数据类,财务类,法务类,人力资源类,助理",2026/08/31,尽快投递,https://vanchen1.zhiye.com/,https://mp.weixin.qq.com/s/lnnyeXD-5CrMlrKaLAaOaQ,未明确
进阶思维,民企,教育培训,秋招,2027届,成都,"进阶人才计划-班课培优教师,进阶人才计划·1V1教师,进阶人才计划·初高中竞赛教练(数学)专业不限",2026/08/31,尽快投递,https://www.jjsw.vip/careers,https://mp.weixin.qq.com/s/I644ijLVM7DeXkOyBRjbSQ,未明确
中国恩菲工程技术有限公司,央国企,国企,秋招,2027届,"北京,长沙,成都,昆明,格尔
木","采矿/并建工程及研发,选矿工程及研发,尾矿工程及研发,矿山机械工程及研发,地质工程及研发,金属合金材料工程及研发,化学工程及研发,冶金工程及研发,硅基材料工程及研发,工控系统/信控工程及研发，软件/算法工程及研发，电气工程及研发,水道工程及研发,总图工程及研发,热能工程及研发,索道工程及研发,技术经济,国际工程商务土木类、土木工程类、岩土工程类、计算机类、矿业类、矿业工程类、化学类、化学工程与技术类、冶金工程类、环境科学与工程类、水利工程类、力学类、地质资源与地质工程类、机械类、机械工程类、机械设计制造类、地质工程类、地质学类、矿产普查类、化工与制药类、材料类、有色金属材料类、控制科学与工程类、自动化类、软件工程类、数学类、物理学类、电气类、电气工程类、能源动力类、市政工程类、交通运输类、城乡规划学类、动力工程及工程热物理类、管理科学与工程类、俄语、西班牙语",2026/08/31,尽快投递,https://openapi.enfi.com.cn:54204/,https://mp.weixin.qq.com/s/JdwnXedu6jLzc364EuKUMA,需要笔试
中国科学院光电技术研究所,央国企,国企,秋招,2027届,成都,科研岗，职能岗，支撑岗，博士后光学工程、应用光学、物理光学、机械工程、工程热物理、控制理论与控制工程、机械工程及其自动化、机械电子工程、仪器科学与技术、测控技术与仪器、电子科学与技术、电子信息工程、图像处理、信号与信息处理、电路与系统、电控设计、电气工程、集成电路、微电子学与固体电子学、物理电子学、计算机科学与技术、软件工程、控制科学与工程、测试计量技术及仪器、自动化、制导与控制、人工智能与机器学习、物理学、凝聚态物理、制冷与低温工程、材料科学与工程、化学工程、可靠性工程、财务管理、经济学、项目管理、档案管理、图书情报、质量管理、暖通、安全生产管理、数学、力学、机械设计及其自动化、控制工程、信息与通信工程,2026/08/31,尽快投递,https://mp.weixin.qq.com/s/KgljSS5uZtDepf_MnpIn2A,https://mp.weixin.qq.com/s/KgljSS5uZtDepf_MnpIn2A,未明确
中国电子科技集团公司第三十九研究所,事业单位,电子/半导体,秋招,2027届,西安,馈电工程师、伺服控制工程师、机械工程师电磁场与微波技术、电子科学与技术、信息与通信工程及相关专业、电气自动化、自动化、计算机、软件工程及相关专业、机械设计、机电工程、机械制造及其自动化及相关专业,2026/08/31,尽快投递,https://cetc39.zhaopin.com/,https://mp.weixin.qq.com/s/a82jZrUBB4pj5LWAAMYtDA,未明确
平安理财,民企,银行/金融/证券/保险,秋招,2027届,深圳,投研类交易类策略分析类产品及市场类市场风险类金融算法及AI研发类,2026/08/31,2026-11-06,https://wetalent.pingan.com/b69618aabe9e33c3aa2a57186bdabab8/campus/home,https://mp.weixin.qq.com/s/a4Tp_qQa4aJouqTzBYafvw,需要笔试
扬腾创新,民企,车企/汽车零部件,秋招,2027届,福州杭州,市场销服序列供应链序列技术研发序列战略与产品开发序列产品开发&GTM管理类客户服务管理类职能管理类,2026/08/31,尽快投递,https://yangtenginnovation-compus.zhiye.com/campus/jobs,https://yangtenginnovation-compus.zhiye.com/campus/jobs,未明确
中财化建,民企,石油/化工,秋招,2027届,"天津,长春,杭州,绍兴,衢州,六安,漳州,长沙,茂名,成都,西安,乌鲁木齐","产品研发,技术研究,技术服务,生产管理,设备管理,质量管理,采购管理,仓储管理,物流管理,职能管理,产品经理高分子材料,化学化工,机械工程,给排水设计,建筑设计,设备自动化,农林牧渔,质量管理,土木工程,仓储物流,市场营销,管理",2026/08/31,尽快投递,https://hjoa.zhongcai.com:8001/edc/formview/t71p1y#/?_key=6w9g9q,https://mp.weixin.qq.com/s/8RprFKYsn0thf16WhNsb3Q?scene=1,部分免笔试
江西省电力设计院,央国企,国企,秋招,2027届,"呼和浩特,南昌,济南,广州,贵阳,西安,海外","设计类,工程管理类,造价类,规划类,数字开发类,工程勘测类,海外经营类,博士后电气工程及其自动化、土木工程、结构工程、环境工程、控制工程、给排水科学与工程、水文水资源、市政工程、新能源科学与工程、城乡规划、动力工程、道路工程、交通工程、工程管理、工程造价、地质工程、测绘工程、岩土工程、计算机科学与技术、人工智能",2026/08/31,尽快投递,https://jxepdipowerchina.zhiye.com/campus/jobs,https://mp.weixin.qq.com/s/F4CJBOD15RvuTS5eJUbAoA,需要笔试
中信戴卡,央国企,车企/汽车零部件,秋招,2027届,秦皇岛,综合类制造类研发类岗位,2026/08/31,尽快投递,https://app.mokahr.com/campus-recruitment/dicastal/140651?locale=zh-CN#/jobs,https://app.mokahr.com/campus-recruitment/dicastal/140651?locale=zh-CN#/jobs,需要笔试
中国能建华东电力设计院,央国企,能源/电力,秋招,2027届,上海,"系统规划工程师,电气工程师,结构工程师,热能工程师,热控工程师,岩土工程师,测量工程师,环保工程师(生态与环境评价)，新能源资源工程师,造价工程师，电力通信工程师,总图工程师,暖通工程师,建筑工程师,财务管理电力系统及其自动化、电气工程、新能源科学与工程、储能科学与工程、清洁能源技术、机械工程、土木工程、土木水利、结构工程、水工结构工程、船舶与海洋工程、港口、海岸及近海工程、动力工程及工程热物理、核科学与技术、能源动力、可再生能源科学与工程、自动化、控制科学与工程、智能控制、地质工程、岩土工程、测绘科学与技术、摄影测量与遥感、环境科学与工程、生态学、资源与环境、地图学与地理信息系统、应用气象学、流体力学、技术经济、通信工程、电子信息、网络工程、城市规划、总图运输道路交通工程、供热、供燃气、通风及空调工程、建筑学、财务、金融、会计、税务等相关专业",2026/08/31,尽快投递,http://hr.ecepdi.com:8066/Mobile/application/resumeAddIndex.html?api=http://hr.ecepdi.com:8066/&hr=http://hr.ecepdi.com:8066/&key=eKgDaxeXDEoBie0csZQTwA==,https://mp.weixin.qq.com/s/G6Kk7mrcQlc1a4aml6fFvg,需要笔试
兴华基金,民企,银行/金融/证券/保险,秋招,2027届,北京济南青岛,"风险管理助理,合规助理,审计助理,基金会计,品牌经理助理实习生,电商互金助理实习生,综合人力助理实习生金融学、经济学、计算机、法学、金融、会计、信息管理、财务、经济、广告、营销、汉语言文学、电子商务、人力资源管理、工商管理、心理学等相关专业",2026/08/31,尽快投递,https://mp.weixin.qq.com/s/f7ZezUJ3BAQI-sEy_KoFoA,https://mp.weixin.qq.com/s/f7ZezUJ3BAQI-sEy_KoFoA,未明确
良信电气,民企,能源/电力,秋招,2027届,上海嘉兴,"产品开发,产品技术支持,电子开发，电磁预研,软件开发,算法开发,技术支持工程师,经销商专员,产品专员，国内销售岗,海外销售岗,工艺工程师,质量专员,会计核算电气类、电气工程、电机与电器、电力电子、电子类、电子信息工程、机械类、机械工程、机械电器及其自动化、机电类、能源动力类、计算机、软件工程、智能电网、专业不限、市场营销类、英语、西班牙语、智能制造、机械制造、机电一体化、质量管理工程、会计相关专业",2026/08/31,尽快投递,https://nader.m.zhiye.com/#/jobs?jc=2,https://mp.weixin.qq.com/s/_Y4daE_hLB4L3lAw57XWWA,部分免笔试
中国航发长江,央国企,国企,秋招,2027届,岳阳,未告知岗位，机械工程、仪器科学与技术、材料科学与工程、动力工程及工程热物理、化学工程与技术、航空宇航科学与技术、机械、材料与化工、能源动力、智能科学与技术、机械设计制造及其自动化、机械电子工程、过程装备与控制工程、智能制造工程、测控技术与仪器、金属材料工程、焊接技术与工程、飞行器动力工程、飞行器设计与工程、飞行器制造工程,2026/08/31,尽快投递,https://mp.weixin.qq.com/s/Nxi3UGVHWHGGn8MsXIuGaA,https://mp.weixin.qq.com/s/Nxi3UGVHWHGGn8MsXIuGaA,未明确
中国航发南方工业有限公司,央国企,高端装备与国防科技/航空航天,秋招,2027届,株洲,未告知岗位，航空发动机类、航空宇航推进理论及工程、工程热物理、流体力学、航空宇航推进理论与工程、飞行器动力工程、航空工程、能源与动力工程、质量与可靠性工程、热能与动力工程、机械工程、机械电子、机械设计制造及其自动化、飞行器制造工程、飞行器设计工程、车辆工程、材料学、材料科学与工程、材料加工工程、金属材料工程、材料成型及控制工程、控制科学与工程、电气工程及其自动化、测控技术与仪器、电子与通信工程、软件工程、计算机科学与技术、建筑环境与能源应用工程、工业工程、财务管理、会计学,2026/08/31,尽快投递,https://campus.51job.com/331/job.html,https://mp.weixin.qq.com/s/Kn4pBq-rjMiv6fOH_VKcmA,未明确
衍复投资,民企,银行/金融/证券/保险,秋招,"2027届, 2026届, 2028届",上海,"策略研究员,机器学习研究员,QuantitativeDeveloper,量化实现工程师,数据科学家,商业管培生-销售支持方向数学，物理，计算机，理工科相关专业，经济学，金融学，金融工程，统计学，市场营销，传播，视觉传达，平面设计，金融经济，财会，法学，语言学，社会学，心理学，通信，软件工程，人工智能，数据科学",2026/08/31,尽快投递,https://yanfu.jobs.feishu.cn/index,https://mp.weixin.qq.com/s/IAmIGAIyRQklG2oP_uiJXg,部分免笔试
遨森电商,民企,电商,秋招,2027届,宁波长沙西安,"跨境电商运营,文案,C端运营,B2B业务员,TK运营,海外社媒,用户运营,SNS运营,AI研究员,供应链智能化研究员,AI Agent开发,算法工程师,JAVA开发,前端开发,实施工程师,测试工程师,运维工程师,流程专员,国际物流专员,产品开发储备,管培生,平面设计,视频制作国贸、电商、理工类、德语、法语、意大利语、西班牙语、波兰语、荷兰语、葡萄牙语、罗马尼亚语、物流管理类、机械类、工业设计类",2026/08/31,尽快投递,https://aosom1.zhiye.com/campus/jobs,https://mp.weixin.qq.com/s/TogpsJvMmJIu4rwhRO9fnQ,未明确
东材科技,民企,材料/化学,秋招,2027届,"北京,沈阳,苏州,南通,杭州,长沙,株洲,东莞,成都,绵阳,西安,东营","研发工程师,设备工程师，内贸销售工程师，外贸销售工程师，质量管理工程师高分子材料,高分子加工,高分子化学,有机化学等材料、化学类专业,电气自动化,自动化,机械设计与制造,化学,材料类,韩语，朝鲜语,有机化学,高分子化学",2026/08/31,尽快投递,https://www.emtco.cn/,https://mp.weixin.qq.com/s/z9H2Ka1WqkS3AWLrNMtAvg,未明确
